sr_no,date_dd_mm_yyyy,startup_name,industry_vertical,sub_vertical,city_location,investors_name,investment_type,amount_in_usd,remarks,year,funding_tier
529,05/10/2017,Oorjan,Technology,Rooftop Solar Platform,Mumbai,Globevestor,Seed Funding,450000,No Remarks,2018,Seed & Early Stage
530,05/10/2017,Zefo,Ecommerce,Ecommerce Portal For Used Goods,Bangalore,"Sequoia India, Helion Venture Partners, Beenext",Private Equity,9200000,No Remarks,2018,Growth Capital
531,06/10/2017,Yaantra,Ecommerce,Mobile Repair And Refurbishment Platform,New Delhi,Carpediem Capital,Private Equity,3100000,No Remarks,2018,Growth Capital
532,06/10/2017,Farm Taaza,Technology,Fresh Produce Scm Company,Bangalore,"Epsilon Venture Partners, Tara India Fund Iv And Others",Private Equity,8000000,No Remarks,2018,Growth Capital
533,06/10/2017,Drivezy,Consumer Internet,Self Drive Car And Bike Rental Platform,Bangalore,"Das Capital, Axan Partners, Das Capital And It Farm",Private Equity,10000000,No Remarks,2018,Growth Capital
534,06/10/2017,Slice Pay,Consumer Internet,Student Micro-Financing Platform,Bangalore,"Das Capital, Simile Ventures",Private Equity,2000000,No Remarks,2018,Growth Capital
535,09/10/2017,Agrowave,Technology,Agriculture Supply Chain Management Solutions,Gurgaon,Daffodil Software,Seed Funding,0,No Remarks,2018,Undisclosed
536,09/10/2017,Mygubbi,Ecommerce,Home Interior Designing Seller,Bangalore,"Firoze Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy",Private Equity,2700000,No Remarks,2018,Growth Capital
537,09/10/2017,Ibsfintech,Technology,Treasury Risk Management Solution,Bangalore,Shailesh Haribhakti,Seed Funding,0,No Remarks,2018,Undisclosed
538,09/10/2017,Letsservice,Consumer Internet,Auto Service Logistics & Saas Platform,Bangalore,Aequs Group,Private Equity,0,No Remarks,2018,Undisclosed
539,09/10/2017,Onestepup,Technology,Education Technology Platform,New Delhi,Orient Blackswan,Seed Funding,336000,No Remarks,2018,Seed & Early Stage
540,09/10/2017,Thirdwatch,Technology,Ai-Powered Anti-Fraud Solutions,Gurgaon,"Rahul Agarwalla, Keshav Sanghi, Batlivala & Karani Securities",Seed Funding,0,No Remarks,2018,Undisclosed
541,10/10/2017,Parallel Dots,Technology,Ai-Powered Deep Learning Solutions,Gurgaon,"Multipoint Capital,",Private Equity,1400000,No Remarks,2018,Seed & Early Stage
542,10/10/2017,Easy Diner,Consumer Internet,Online Restaurant Reservation Platform,Gurgaon,Saama Capital And Dsg Consumer Partners,Private Equity,4500000,No Remarks,2018,Growth Capital
543,11/10/2017,Meesho,Ecommerce,Online Reseller Network,Bangalore,"Saif Partners, Ycombinator, Venture Highway",Private Equity,3100000,No Remarks,2018,Growth Capital
544,11/10/2017,Stanplus,Logistics,Medical Transportation Services,Hyderabad,Kstart Capital,Private Equity,1100000,No Remarks,2018,Seed & Early Stage
545,12/10/2017,Uclid,Technology,"Education Network For Institutions, Teachers & Students",Hyderabad,Undisclosed Investors,Seed Funding,235000,No Remarks,2018,Seed & Early Stage
546,13/10/2017,Policy Bazaar,Consumer Internet,Online Insurance Policy Aggregator,Gurgaon,"Wellington Management, Dg Ventures India, True North",Private Equity,77000000,No Remarks,2018,Late Stage Mega Round
547,13/10/2017,Gapoon,Consumer Internet,Home Maintenance Services Platform,Bangalore,"Vida Ventures, Snehal Mantri, Anshu Bahadur",Seed Funding,250000,No Remarks,2018,Seed & Early Stage
548,13/10/2017,Chaayos,Ecommerce,Online Chai Ordering Platform,Gurgaon,Tiger Global Management,Private Equity,2000000,No Remarks,2018,Growth Capital
549,16/10/2017,Krazybee,Consumer Internet,Micro-Lending Platform,Bangalore,"Xiaomi Technologies, Shunwei Capital",Private Equity,8000000,No Remarks,2018,Growth Capital
550,16/10/2017,Renew Buy,Consumer Internet,Online Insurance Aggregator,New Delhi,Amicus Capital,Private Equity,9200000,No Remarks,2018,Growth Capital
551,17/10/2017,Fingerlix,Consumer Internet,Food Ordering Portal,Bangalore,"Accel Partners, Zephyr Peacock",Private Equity,7000000,No Remarks,2018,Growth Capital
552,18/10/2017,Bank Bazaar,Consumer Internet,Online Financial Marketplace,Chennai,Experian,Private Equity,7000000,No Remarks,2018,Growth Capital
553,18/10/2017,Hasura,Technology,App Building Platform,Chennai,"Nexus, Gree Ventures",Private Equity,0,No Remarks,2018,Undisclosed
554,18/10/2017,Blackbuck,Logistics,B2B Logistics Provider,Bangalore,Innoven Capital,Private Equity,7700000,No Remarks,2018,Growth Capital
555,18/10/2017,Lenden Club,Consumer Internet,Online Peer-To-Peer Lending Platform,Mumbai,Undisclosed Investor,Seed Funding,500000,No Remarks,2018,Seed & Early Stage
556,23/10/2017,Toppr,Consumer Internet,Mobile Based Learning App,Mumbai,"Saif Partners, Helion Ventures, Fil Capital Management",Private Equity,7000000,No Remarks,2018,Growth Capital
557,23/10/2017,Raw Pressery,Food & Beverage,Cold Pressed Juice Maker,Mumbai,"Dsg Consumer Partners, Sequoia Capital, Saama Capital",Private Equity,6000000,No Remarks,2018,Growth Capital
558,23/10/2017,Cashe,Consumer Internet,App-Only Lending Platform,Mumbai,Ifmr Capital,Debt Funding,3100000,No Remarks,2018,Growth Capital
559,23/10/2017,Park Easy,Consumer Internet,Machine Learning Based Parking Discovery,Kolkata,Rockstart Accelerator,Seed Funding,118000,No Remarks,2018,Seed & Early Stage
560,24/10/2017,Tagbox,Technology,Cold Chain Monitoring Solution,Bangalore,"Indian Angel Network, Ian Fund",Seed Funding,0,No Remarks,2018,Undisclosed
561,24/10/2017,Fyre,Food & Beverage,Herbal Energy Shot Maker,Mumbai,Venture Catalysts,Seed Funding,500000,No Remarks,2018,Seed & Early Stage
562,24/10/2017,Ziploan,Consumer Internet,Sme Lending Platform,New Delhi,"Matrix Partners India, Waterbridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,3000000,No Remarks,2018,Growth Capital
563,24/10/2017,Skillenza,Consumer Internet,Online Learning Platform,Bangalore,"Blume Ventures, Indian Angel Network",Seed Funding,722000,No Remarks,2018,Seed & Early Stage
564,24/10/2017,Chevon,Food & Beverage,Frozen Meat Provider,Mumbai,Greenfield Advisory,Private Equity,0,No Remarks,2018,Undisclosed
565,25/10/2017,Propstory,Consumer Internet,Real Estate Content Portal,Gurgaon,"Abhishek Bhatewara, Vivek Shah, Haitong Securities, Suraj Saharan, Paras Arora",Seed Funding,0,No Remarks,2018,Undisclosed
566,25/10/2017,Spotdraft,Consumer Internet,Contract Automation,Gurgaon,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed Funding,550000,No Remarks,2018,Seed & Early Stage
567,26/10/2017,Big Basket,Ecommerce,Online Grocery Portal,Bangalore,Helion Ventures Partners,Private Equity,5000000,No Remarks,2018,Growth Capital
568,27/10/2017,Ofbusiness,Technology,B2B Finance & Fulfilment Network,Gurgaon,Kotak Mahindra Bank,Debt Funding,3800000,No Remarks,2018,Growth Capital
569,27/10/2017,Olly Credit,Technology,Credit + Payment Mobile App,New Delhi,"Incubate Fund, Sandesh Kirkire, Anand Kumar, Yogesh Chaudhary",Seed Funding,0,No Remarks,2018,Undisclosed
570,28/10/2017,Cashfree,Technology,Payments Platform For Marketplaces And Fintechs,New Delhi,Y Combinator,Seed Funding,120000,No Remarks,2018,Seed & Early Stage
571,28/10/2017,Ola Cabs,Consumer Internet,App Based Cab Hailing Services,Bangalore,Ani Technologies Pvt. Ltd,Private Equity,7700000,No Remarks,2018,Growth Capital
572,30/10/2017,Goldfarm,Food & Beverage,Agriculture Technology,Coimbatore,Mahindra & Mahindra And Infuse Ventures,Private Equity,2000000,No Remarks,2018,Growth Capital
573,31/10/2017,Netmeds,Ecommerce,Online Pharmacy,Chennai,Tanncam Investment & Sistema Asia Fund,Private Equity,14000000,No Remarks,2018,Growth Capital
574,31/10/2017,Mse,Finance,Equity Stock Exchange,Mumbai,"Il&Fs, Trust Capital, Rosy Blue Securities, Radhakrishan Damani And Rakesh Jhunjhunwala",Private Equity,32000000,No Remarks,2018,Growth Capital
575,01/09/2017,Aahaa Stores,Ecommece,Online B2B Store For Office Supplies,Chennai,Yournest Angel Fund,Private Equity,1000000,No Remarks,2018,Seed & Early Stage
576,01/09/2017,Mfine,Consumer Internet,Online Doctor Discovery Platform,Bangalore,"Stellaris Venture Partners, Mayur Abhaya, Rohit Ma",Private Equity,1500000,No Remarks,2018,Seed & Early Stage
577,01/09/2017,Canvera,Consumer Internet,Online Photography Platform,Mumbai,Infoedge,Private Equity,1300000,No Remarks,2018,Seed & Early Stage
578,04/09/2017,Primaryio,Technology,Application Performance Acceleration,Pune,"Accel Partners, Exfinity Ventures, Partech Ventures",Private Equity,5600000,No Remarks,2018,Growth Capital
579,05/09/2017,Shubh Loans,Consumer Internet,Online Lending Platform,Bangalore,"Sri Capital, Beenext, Pravega Ventures",Private Equity,1500000,No Remarks,2018,Seed & Early Stage
580,05/09/2017,Nest Education,Technology,Edutech Platform,Gurgaon,"Michael And Susan Dell Foundation, Anand Mahindra",Seed Funding,600000,No Remarks,2018,Seed & Early Stage
581,06/09/2017,Lending Kart,Consumer Internet,Online Lending Platform,Ahmedabad,"Bertelsmann India, Mayfield Capital, Saama Capital, Darrin Capital",Private Equity,10750000,No Remarks,2018,Growth Capital
582,06/09/2017,Gofro,Consumer Internet,Online Travel Booking Platform,New Delhi,"His Co. Ltd, Makemytrip",Private Equity,10000000,No Remarks,2018,Growth Capital
583,06/09/2017,Oncostem,Healthcare,Medical Diagnostic Solutions,Bangalore,"Sequoia Capital India, Artiman Ventures",Private Equity,6000000,No Remarks,2018,Growth Capital
584,06/09/2017,Power2Sme,Ecommerce,Buying Club For Small Businesses,Gurgaon,"International Finance Corporation (Ifc), Inventus Capital Partners, Accel Partners, Kalaari Capital, And Nandan Nilekani,",Private Equity,26000000,No Remarks,2018,Growth Capital
585,07/09/2017,Credit Vidya,Consumer Internet,Online Credit Scoring Platform,Mumbai,Matrix Partners,Private Equity,5000000,No Remarks,2018,Growth Capital
586,07/09/2017,Tails Life,Consumer Internet,Pet Care Portal & Mobile App,Bangalore,V Balakrishnan.,Private Equity,0,No Remarks,2018,Undisclosed
587,07/09/2017,Oyo Rooms,Consumer Internet,Branded Budget Hotels Marketplace,Gurgaon,"Softbank Group, Sequoia Capital India, Lightspeed Venture Partners, Greenoaks Capital, Hero Enterprise",Private Equity,250000000,No Remarks,2018,Late Stage Mega Round
588,07/09/2017,Early Salary,Consumer Internet,Online Unsecured Lending Platform,Pune,Ifmr Capital,Debt Funding,780000,No Remarks,2018,Seed & Early Stage
589,07/09/2017,Mamaearth,Ecommerce,Online Babycare Products Marketplace,Gurgaon,Fireside Ventures,Seed Funding,0,No Remarks,2018,Undisclosed
590,07/09/2017,Seniority,Ecommerce,Ecommerce Portal For Senior Citizens,Pune,Rpg Enterprises,Private Equity,1000000,No Remarks,2018,Seed & Early Stage
591,08/09/2017,Aye Finance,Consumer Internet,Micro Lending Platform,New Delhi,"Triodos Investment Management,",Debt Funding,6900000,No Remarks,2018,Growth Capital
592,08/09/2017,Farmizen,Technology,Agre-Tech Mobile App,Bangalore,"Venture Highway, Alok Mittal, Mohit Agarwal, Anuj Gupta,",Seed Funding,0,No Remarks,2018,Undisclosed
593,11/09/2017,Ecom Express,Logistics,Logistics Solutions Provider,New Delhi,Warburg Pincus,Private Equity,30000000,No Remarks,2018,Growth Capital
594,11/09/2017,Call Health,Consumer Internet,Healthcare Services Aggregator,Hyderabad,"Sachin Tendulkar, P.V Sindhu, Pullela Gopichand",Private Equity,6200000,No Remarks,2018,Growth Capital
595,12/09/2017,Sattviko,Ecommerce,Health Food Etailer,New Delhi,"Raman Roy, Arvind Uppal, Sonu Bhasin, G Ravishankar",Seed Funding,0,No Remarks,2018,Undisclosed
596,12/09/2017,3Hcare,Consumer Internet,Healthcare Services Portal,New Delhi,Undisclosed Investor,Seed Funding,100000,No Remarks,2018,Seed & Early Stage
597,12/09/2017,Tonbo Imaging,Technology,Imaging Technology For Armed Forces,Bangalore,"Wrv Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures",Private Equity,17000000,No Remarks,2018,Growth Capital
598,12/09/2017,Get My Parking,Consumer Internet,Smart Parking Enabler,New Delhi,"Ian Fund, Beenext, Indian Angel Network",Private Equity,3000000,No Remarks,2018,Growth Capital
599,13/09/2017,Wittyfeed,Technology,Content Marketing Platform,Indore,"Anand Chandrasekaran, Apurva Chamaria, Ritesh Malik, Ashish Toshniwal, Ajeet Khurana",Seed Funding,0,No Remarks,2018,Undisclosed
600,13/09/2017,Glowroad,Consumer Internet,Women Focussed Customer-To-Customer Reseller Network,Bangalore,"Accel Partners,",Private Equity,2000000,No Remarks,2018,Growth Capital
601,13/09/2017,Oyo Rooms,Consumer Internet,Udget Hotel Marketplace,Gurgaon,China Lodging Group,Private Equity,10000000,No Remarks,2018,Growth Capital
602,13/09/2017,Unacademy,Consumer Internet,Online Learning Platform,Mumbai,"Sequoia Capital India, Saif Partners, Nexus Venture Partners And Blume Ventures,",Private Equity,11500000,No Remarks,2018,Growth Capital
603,13/09/2017,Heterogenous,Technology,Telecom & Iot Platform,Chennai,"Chennai Angels, Keiretsu Forum & Others",Seed Funding,780000,No Remarks,2018,Seed & Early Stage
604,14/09/2017,Gurukul,Consumer Internet,Co-Working Space Provider,New Delhi,"Rohit Nanda, Rajit Nanda, Smarak Bhuyan, Sashwat Brahma,",Seed Funding,0,No Remarks,2018,Undisclosed
605,14/09/2017,Smaaash,Technology,Virtual Reality Gaming And Entertainment Platform,Mumbai,Ecl Finance,Private Equity,44000000,No Remarks,2018,Growth Capital
606,14/09/2017,Wheelstreet,Consumer Portal,Bike Rental Platform,Bangalore,Y Combinator,Seed Funding,120000,No Remarks,2018,Seed & Early Stage
607,14/09/2017,Xprep,Consumer Internet,Online Tutoring Platform,New Delhi,"Rising Stars, Manish Amin, Pallav Pandey, Chavi Jafa",Private Equity,0,No Remarks,2018,Undisclosed
608,18/09/2017,The Moms Co,Ecommerce,Pregnancy & Baby Care Product Etailer,Gurgaon,"Dsg Consumer Partners, Saama Capital",Private Equity,1000000,No Remarks,2018,Seed & Early Stage
609,19/09/2017,Noticeboard,Technology,"Mobile-First Communication Platform For On-Field Staff,",Bangalore,"Shamik Sharma, Aprameya Radhakrishna",Seed Funding,0,No Remarks,2018,Undisclosed
610,19/09/2017,High Radius,Technology,Integrated Receivables Software Solutions,Hyderabad,Susquehanna Growth Equity Llc,Private Equity,50000000,No Remarks,2018,Late Stage Mega Round
611,20/09/2017,Hwell24 Plus,Healthcare,Technology-Empowered Healthcare Solutions,Mumbai,Undisclosed Investors,Seed Funding,0,No Remarks,2018,Undisclosed
612,21/09/2017,Savebc,Finance,Financial Services Firm,Gaya,Incofin Investment Management.,Private Equity,6000000,No Remarks,2018,Growth Capital
613,21/09/2017,Gaming Monk,Consumer Internet,E-Sports Platform,New Delhi,Advantedge,Private Equity,0,No Remarks,2018,Undisclosed
614,21/09/2017,91Springboard,Consumer Internet,Co-Working Spaces,New Delhi,"Sandway Investment Ltd, Pearl Brook Holdings, Silo Holdings And Al Nour",Private Equity,0,No Remarks,2018,Undisclosed
615,21/09/2017,Homergize,Ecommerce,Home Furnishing & Building Material Marketplace,Bangalore,Lg Chandrasekhar,Private Equity,1000000,No Remarks,2018,Seed & Early Stage
616,22/09/2017,Yatra.Com,Ecommerce,Online Travel Agency,Gurgaon,Innoven Capital India,Debt Funding,15400000,No Remarks,2018,Growth Capital
617,22/09/2017,Ace Turtle,Technology,Omni-Channel Web Commerce Solutions Provider,Bangalore,Innoven Capital,Private Equity,0,No Remarks,2018,Undisclosed
618,25/09/2017,Vogo,Consumer Internet,Scooter Rental Platform,Bangalore,Av Thomas Group,Seed Funding,0,No Remarks,2018,Undisclosed
619,25/09/2017,Synup,Technology,Sme Marketing Management Solution,Bangalore,"Vertex Ventures, Prime Venture Partners.",Private Equity,6000000,No Remarks,2018,Growth Capital
620,25/09/2017,Tinmen,Consumer Internet,Food Delivery Platform,Hyderabad,Zomato Media Pvt. Ltd,Private Equity,0,No Remarks,2018,Undisclosed
621,25/09/2017,Cropin,Technology,Crop Technology Solutions,Bangalore,Beenext,Private Equity,0,No Remarks,2018,Undisclosed
622,25/09/2017,Rapido,Consumer Internet,Bike Aggregator Mobile App,Bangalore,Battery Road Digital Holdings Llc,Seed Funding,422000,No Remarks,2018,Seed & Early Stage
623,25/09/2017,Sportobuddy,Consumer Internet,Sports & Sport Related Equipment Portal,Mumbai,Mehul Shah,Seed Funding,150000,No Remarks,2018,Seed & Early Stage
624,26/09/2017,Credifiable,Consumer Internet,Online Consumer Lending Platform,Bangalore,Kae Capital,Private Equity,0,No Remarks,2018,Undisclosed
625,26/09/2017,Inclov,Consumer Internet,Matchmaking App For The Differently Abled,Gurgaon,"Rajan Anandan, Jamil Khatri, Ravi Iyer, Raghav Bahl",Seed Funding,0,No Remarks,2018,Undisclosed
626,26/09/2017,Multibhashi,Consumer Internet,Language Learning Mobile App,Bangalore,"Aniruddha Malpani, Startup Oasis",Seed Funding,0,No Remarks,2018,Undisclosed
627,27/09/2017,Transerve,Technology,Geospatial Technology-Based Saas Solutions,Mumbai,"Il&Fs Investment Managers, Omidyar Network.",Private Equity,1600000,No Remarks,2018,Seed & Early Stage
628,27/09/2017,Fashalot,Consumer Internet,O2O Fashion Discovery Platform,Gurgaon,"Capillary Technologies, Whiteboard Capital, Yournest Angel Fund, Rajul Garg",Private Equity,0,No Remarks,2018,Undisclosed
629,27/09/2017,Pitstop,Consumer Internet,Car Repair And Servicing Platform,Bangalore,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan And Rahul Garg",Private Equity,1000000,No Remarks,2018,Seed & Early Stage
630,27/09/2017,Gochoppers,Consumer Internet,Luxury Helicopter Tourism Services Portal,Gurgaon,"Rivergate Capital,",Seed Funding,0,No Remarks,2018,Undisclosed
631,27/09/2017,Myupchar,Consumer Internet,Local Language Health Information Portal,New Delhi,Letsventure,Seed Funding,300000,No Remarks,2018,Seed & Early Stage
632,28/09/2017,Aadyah,Technology,Defense Tech & Aerospace Startup,Bangalore,Keiretsu Forum,Private Equity,1000000,No Remarks,2018,Seed & Early Stage
633,01/08/2017,Touchkin,Technology,Predictive Care Platform,Bangalore,Kae Capital,Private Equity,1300000,No Remarks,2018,Seed & Early Stage
634,02/08/2017,Ethinos,Technology,Digital Marketing Agency,Mumbai,Triton Investment Advisors,Private Equity,0,No Remarks,2018,Undisclosed
635,02/08/2017,Leverage Edu,Consumer Internet,Online Platform For Higher Education Services,New Delhi,"Kashyap Deorah, Anand Sankeshwar, Deepak Jain, Sadashiva Nt, Arjun Mehta, Satish Kaul, Anindya Ghose",Seed Funding,0,No Remarks,2018,Undisclosed
636,02/08/2017,Zepo,Consumer Internet,Diy Ecommerce Platform,Mumbai,"Kunal Shah, Letsventure, Anupam Mittal, Hetal Sonpal",Seed Funding,500000,No Remarks,2018,Seed & Early Stage
637,02/08/2017,Click2Clinic,Consumer Internet,Healthcare Service Aggregator,Hyderabad,"Narottam Thudi, Shireesh Palle",Seed Funding,850000,No Remarks,2018,Seed & Early Stage
638,03/08/2017,Speedbox,Logistics,On-Demand Logistics Service Provider,Mumbai,Cismat Cargo Services Pvt. Ltd.,Seed Funding,300000,No Remarks,2018,Seed & Early Stage
